,avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,pkt_len,is_tcp,outcome
1516,170.78571428571428,384.5393205005036,1.0,0.06958930769231021,14,0.9046610000000328,2391.0,1,voip
234,170.78571428571428,384.5393205005036,1.0,0.05434353846155423,14,0.7064660000002049,2391.0,1,voip
1629,170.78571428571428,384.5393205005036,1.0,0.019536769230731246,14,0.2539779999995062,2391.0,1,voip
1173,400.157894736842,595.732533493,0.9,0.025900777777778217,19,0.4662140000000079,7603.0,1,voip
2264,177.41666666666663,372.09511601513776,1.181818181818182,0.007927478260878319,24,0.18233200000020133,4258.0,1,voip
266,181.4615384615384,398.07591725377694,1.1666666666666667,0.08067416666666342,13,0.9680899999999608,2359.0,1,voip
535,69.7,81.7231777268712,1.0,3.3754293333333365,10,30.378864000000014,697.0,1,voip
465,170.78571428571428,384.5393205005036,1.0,0.02030746153846289,14,0.2639970000000176,2391.0,1,voip
1623,69.7,81.7231777268712,1.0,3.385813111111108,10,30.472317999999966,697.0,1,voip
2952,831.5324881141046,344.9038185735318,-1.0,0.002885210943695477,1262,3.638250999999997,1049394.0,0,voip
1097,366.8095238095239,583.1338284688702,1.1,0.08799609999999802,21,1.7599219999999605,7703.0,1,voip
1747,104.0,0.0,-1.0,0.3017905000000001,3,0.6035810000000001,312.0,0,voip
1031,170.78571428571428,384.5393205005036,1.0,0.0214399230769249,14,0.2787190000000237,2391.0,1,voip
1087,153.4375,361.1116113244399,1.0,0.07098560000005515,16,1.0647840000008273,2455.0,1,voip
3064,809.1611410948343,328.58212199726836,-1.0,0.0026879483024691035,1297,3.4835809999999583,1049482.0,0,voip
1337,170.78571428571428,384.5393205005036,1.0,0.061707230769229675,14,0.8021939999999859,2391.0,1,voip
2323,170.78571428571428,384.5393205005036,1.0,0.01640053846153714,14,0.21320699999998285,2391.0,1,voip
1162,170.78571428571428,384.5393205005036,1.0,0.02796223076923245,14,0.3635090000000217,2391.0,1,voip
67,181.4615384615384,398.07591725377694,1.1666666666666667,0.05663958333333121,13,0.6796749999999747,2359.0,1,voip
1126,170.78571428571428,384.5393205005036,1.0,0.016808615384600392,14,0.21851199999980508,2391.0,1,voip
377,400.157894736842,595.732533493,0.9,0.02080083333330801,19,0.3744149999995443,7603.0,1,voip
471,170.78571428571428,384.5393205005036,1.0,0.021370153846156918,14,0.2778120000000399,2391.0,1,voip
2427,170.78571428571428,384.5393205005036,1.0,0.0178251538461609,14,0.2317270000000917,2391.0,1,voip
1966,400.157894736842,595.732533493,0.9,0.017202777777779628,19,0.3096500000000333,7603.0,1,voip
2800,732.5073272854152,380.6887394210285,-1.0,0.00400176955307265,1433,5.730534000000034,1049683.0,0,voip
1296,20.0,-1.0,0.0,-1.0,1,0.0157289999999648,20.0,1,voip
368,170.78571428571428,384.5393205005036,1.0,0.021416615384615385,14,0.278416,2391.0,1,voip
